# run=/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du csharpgenerators=f9cbd7911527b8272ee384926255f7aed160b794 scaledcompilers=a202a1fb80ad52df2bd2e99d5d6ee9910739a2eb omispecifications=fa3ed9cfcca776d736a223fecfc6f20b723da8d4
model	model_hash	stage	error	prev_stage	prev_error	defect	prev_defect	run
Cme.Globex.iLink3.Sbe.v8.7	0a2fb0738ffda7d989e60ded7eb42ed6a8b7c4a00196dc8127f238b6c7b7e1a3	generation	Model 'Cme.Globex.iLink3.Sbe.v8.7': the generator does not emit counted group 'serverpacket.serversimpleopenframe.serverpayload.executionreporttradeaddendumoutright.fillsgroups.fillsgroup' because the group does not have a supported row cursor.	generation	Element 'Execution Mode' has the Nullable trait but no Nullable value entry — expected a Values entry with type=Nullable to carry the sentinel data.	zc-counted-group-no-row-cursor	nullable-no-value-entry	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Cme.Globex.iLink3.Sbe.v8.8	5211ab62969181cd87fe97f3507fac0a5c30de0a7f4e9e522983938fc43e50a4	generation	Model 'Cme.Globex.iLink3.Sbe.v8.8': the generator does not emit counted group 'serverpacket.serversimpleopenframe.serverpayload.executionreporttradeaddendumoutright.fillsgroups.fillsgroup' because the group does not have a supported row cursor.	generation	Element 'Execution Mode' has the Nullable trait but no Nullable value entry — expected a Values entry with type=Nullable to carry the sentinel data.	zc-counted-group-no-row-cursor	nullable-no-value-entry	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Cme.Globex.iLink3.Sbe.v8.9	8dfa8b9355859f2bb440aa1fef208194aac94735bdde0cccb5d20ed514ee9e88	generation	Model 'Cme.Globex.iLink3.Sbe.v8.9': the generator does not emit counted group 'serverpacket.serversimpleopenframe.serverpayload.executionreporttradeaddendumoutright.fillsgroups.fillsgroup' because the group does not have a supported row cursor.	generation	Element 'Execution Mode' has the Nullable trait but no Nullable value entry — expected a Values entry with type=Nullable to carry the sentinel data.	zc-counted-group-no-row-cursor	nullable-no-value-entry	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Coinbase.CoinbaseDerivatives.MarketDataApi.Sbe.v1.2	cad1ae206b6bafea79d69d7b2a44b735a2b4ed1d499968c9cf2585717e399d5e	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Coinbase.CoinbaseDerivatives.MarketDataApi.Sbe.v1.3	39412d1102644f44478eedd6a1eea7e8b700da3177a2b697d9bbc674d4f3b679	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Coinbase.CoinbaseDerivatives.MarketDataApi.Sbe.v1.7	a58d1d018015645a6c74b622accb604fe91f7ad3514578c1e9a2325e22659d24	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Coinbase.CoinbaseDerivatives.MarketDataApi.Sbe.v1.9	c0f4f40c5ca72bb61ed0984ab87bd8d2486aef99fb67f7383f02b2a7d28c01dd	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Coinbase.CoinbaseDerivatives.OrdersApi.Sbe.v1.3	9966725830c7aff2efc71ec4b17234fffe5efe18144ff005595565a639828e31	generation	Element 'Version' (packet.sbemessage.messageheader.version) declares more than one 'StaticValue' value with different data ('0' and '3'). The generator emits one 'StaticValue' constant per element.			multiple-value-facts		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Coinbase.CoinbaseDerivatives.OrdersApi.Sbe.v1.4	55f18d698b6eec817f2d317d1caa1d2ba899487aea26479861d961c6a2c22714	generation	Element 'Version' (packet.sbemessage.messageheader.version) declares more than one 'StaticValue' value with different data ('0' and '3'). The generator emits one 'StaticValue' constant per element.			multiple-value-facts		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Coinbase.CoinbaseDerivatives.OrdersApi.Sbe.v1.5	b8eb15cd009077e8cb7741f8c8d4a384b49b4c7c7d939c401b15ecfd546ce00b	generation	Element 'Version' (packet.sbemessage.messageheader.version) declares more than one 'StaticValue' value with different data ('0' and '3'). The generator emits one 'StaticValue' constant per element.			multiple-value-facts		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Coinbase.CoinbaseDerivatives.OrdersApi.Sbe.v1.6	2cdc8eca31cf50840ef8bdd11c75c9998c58024057fd103420c18bb397ba04af	generation	Element 'Version' (packet.sbemessage.messageheader.version) declares more than one 'StaticValue' value with different data ('0' and '7'). The generator emits one 'StaticValue' constant per element.			multiple-value-facts		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Coinbase.CoinbaseDerivatives.OrdersApi.Sbe.v1.7	5a9dd6ab8f13a6d118f501b5687c3d86939ddf5d774154591b476f72352917ee	generation	Element 'Version' (packet.sbemessage.messageheader.version) declares more than one 'StaticValue' value with different data ('0' and '7'). The generator emits one 'StaticValue' constant per element.			multiple-value-facts		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Coinbase.CoinbaseDerivatives.OrdersApi.Sbe.v1.8	3924d03d01912214e0deac9d12bb7ac43332b043b7abda34de71e797089826c4	generation	Element 'Version' (packet.sbemessage.messageheader.version) declares more than one 'StaticValue' value with different data ('2' and '8'). The generator emits one 'StaticValue' constant per element.			multiple-value-facts		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Coinbase.CoinbaseDerivatives.Session.Tcp.v1.2	1216603be40ab6d40ae74ada89d915431d04e602de0664ede2ccdf099c71a2b5	passed		generation	Model 'Coinbase.CoinbaseDerivatives.Session.Tcp.v1.2': the generator does not emit a writer for 'packet.sbemessage.payload.gapfillmessage' because element 'packet.sbemessage.payload.gapfillmessage.padding' carries a Size rule but does not end where the unit ends.		zc-writer-region-not-trailing	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Coinbase.Deribit.MarketDataApi.Sbe.v0.1	1c1e61eb35937396e3345e4d94216a65727d4fb158aec99e44ade2d195bf9e4a	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Current Funding')			floating-point-field		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Coinbase.Deribit.MarketDataApi.Sbe.v1.0	634d2c7f2b203004816a387456fa285fd1e3d2aee9c6ef7ce2bd9664766bb9e7	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Current Funding')			floating-point-field		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Coinbase.Deribit.OrdersApi.Sbe.v0.1	b194c74cdff5ef44a226fc248bfeb52366917460ee9e5fcc2019225734952610	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Quantity Level')			floating-point-field		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Coinbase.Deribit.OrdersApi.Sbe.v1.0	e90e713a79078c2a5d946137ea9279d677b04574239ac230e5e7c9177455c903	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Quantity Level')			floating-point-field		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Coinbase.Deribit.OrdersApi.Sbe.v1.3	de93aac1f60419289de9b053e6305834942cd20772daa8ec8ec09729f6287dbf	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Quantity Level')			floating-point-field		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Currenex.CurrenexForex.Esp.Cbp.v9	9fe80db34ee80787252f8fcddef7ba54635b83c7ceda6bfef50e8ec1989b6b9f	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Currenex.CurrenexForex.Now.Cbp.v10	bdb66c0a1e0ea7d21d4db26c3a197b9759f67b70ecd1078de4b344aa31d56307	generation	Model 'Currenex.CurrenexForex.Now.Cbp.v10': the generator does not emit counted group 'packet.messagebody.depthofbookmessage.level' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Currenex.CurrenexForex.OrderService.Cbp.v26	c680a511e6692c02374377bd28dbc6181d4f1f96ec112d5bf276b97f485bf26d	passed		generation	Integer enum 'Type' (address: 'packet.messagebody.ordercanceledorexpired.type') is 2 bytes and big-endian. ZeroCopy cannot expose a multi-byte big-endian enum directly from a memory overlay. Use a supported little-endian representation or add an endian-aware wrapper type.		big-endian-enum-overlay	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Eurex.GapDetection.Fbe.v1	58a4bae74da5bae5f0e5793e31af5366f1f1b265101ea316937512501b55ea8b	generation	Element 'Market Segment Id' has the Nullable trait but no Nullable value entry — expected a Values entry with type=Nullable to carry the sentinel data.	generation	Element 'Market Segment Id' has the Nullable trait but no Nullable value entry \\u2014 expected a Values entry with type=Nullable to carry the sentinel data.	nullable-no-value-entry		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Eurex.T7.Edci.Fbe.v1	c5d221b72d5ae250670a312570994af2dd478b70b835bac3e0d506d55cc1210a	generation	Model 'Eurex.T7.Edci.Fbe.v1': no ZeroCopy walker for tree 'clientpacket': no path from its root to a message dispatch.	passed		zc-walker-unsupported-path		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Eurex.T7.Edci.Fbe.v13.0	dcc035733e234222f983331f436250ae4bbc1ede4189f941bbe4ce4dff6c6560	generation	Model 'Eurex.T7.Edci.Fbe.v13.0': the generator does not emit counted group 'serverpacket.servermessage.serverpayload.deleteorderbroadcast.affectedordgrpcomp' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Eurex.T7.Edci.Fbe.v13.1	fbe07a77f8f8f6497abe0eeaeb931112b85cce434e0d69620d794b1881a3f89f	generation	Model 'Eurex.T7.Edci.Fbe.v13.1': the generator does not emit counted group 'serverpacket.servermessage.serverpayload.deleteorderbroadcast.affectedordgrpcomp' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Eurex.T7.Edci.Fbe.v14.0	d95575b6377f59359874536bfdba797d8f272c023c05f0ee76d6ca49630d606b	generation	Model 'Eurex.T7.Edci.Fbe.v14.0': the generator does not emit counted group 'serverpacket.servermessage.serverpayload.deleteorderbroadcast.affectedordgrpcomp' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Eurex.T7.Edci.Fbe.v14.1	0334859a50409bede1a3acda77828efbca4dc66e1b15348133804ed2852826a5	generation	Model 'Eurex.T7.Edci.Fbe.v14.1': the generator does not emit counted group 'serverpacket.servermessage.serverpayload.deleteorderbroadcast.affectedordgrpcomp' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Eurex.T7.Edci.Fbe.v15.0	2112b5966c2250c83e8cedc5ea6780deedfec5bf213899874530dc7749f68189	generation	Model 'Eurex.T7.Edci.Fbe.v15.0': the generator does not emit counted group 'serverpacket.servermessage.serverpayload.deleteorderbroadcast.affectedordgrpcomp' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Eurex.T7.Eobi.Fbe.v10.0	d9f04d9ac5567972d19ccdf217881a5d234463c69573e39508b51087d7ada23f	generation	Model 'Eurex.T7.Eobi.Fbe.v10.0': the generator does not emit counted group 'packet.message.payload.addcomplexinstrument.instrmtleggrpcomp' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Eurex.T7.Eobi.Fbe.v10.1	29f87f1de44cdf872ec6b2c713c4964053aff2c830ea4830a4fad6dcad592fbf	generation	Model 'Eurex.T7.Eobi.Fbe.v10.1': the generator does not emit counted group 'packet.message.payload.addcomplexinstrument.instrmtleggrpcomp' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Eurex.T7.Eobi.Fbe.v11.0	57ce50c4c6906d740551e9e0664a844236057254e59aaca9b9089238584cd99c	generation	Model 'Eurex.T7.Eobi.Fbe.v11.0': the generator does not emit counted group 'packet.message.payload.addcomplexinstrument.instrmtleggrpcomp' because the group does not have a supported row cursor.	build	Eurex.T7.Eobi.Fbe.v11.0/Eurex.T7.Eobi.Fbe.v11.0/Types/HhiIndicator.cs: error CS0031: Constant value '128' cannot be converted to a 'sbyte' [Eurex.T7.Eobi.Fbe.v11.0/Eurex.T7.Eobi.Fbe.v11.0/Eurex.T7.Eobi.Fbe.v11.0.csproj]	zc-counted-group-no-row-cursor	cs0031-sbyte-overflow	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Eurex.T7.Eobi.Fbe.v11.1	b1488cc7593e54fee5da2dc2dc77b2b3ea8441e8f4a4b3ba70cf09678d72a934	generation	Model 'Eurex.T7.Eobi.Fbe.v11.1': the generator does not emit counted group 'packet.message.payload.addcomplexinstrument.instrmtleggrpcomp' because the group does not have a supported row cursor.	build	Eurex.T7.Eobi.Fbe.v11.1/Eurex.T7.Eobi.Fbe.v11.1/Types/HhiIndicator.cs: error CS0031: Constant value '128' cannot be converted to a 'sbyte' [Eurex.T7.Eobi.Fbe.v11.1/Eurex.T7.Eobi.Fbe.v11.1/Eurex.T7.Eobi.Fbe.v11.1.csproj]	zc-counted-group-no-row-cursor	cs0031-sbyte-overflow	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Eurex.T7.Eobi.Fbe.v12.0	dd8e7cbd63e61bc8951be2ebd6ed0050bba02b856a1539ea5a8de69634e1383b	generation	Model 'Eurex.T7.Eobi.Fbe.v12.0': the generator does not emit counted group 'packet.message.payload.addcomplexinstrument.instrmtleggrpcomp' because the group does not have a supported row cursor.	build	Eurex.T7.Eobi.Fbe.v12.0/Eurex.T7.Eobi.Fbe.v12.0/Types/PrevPriceHhiIndicator.cs: error CS0031: Constant value '128' cannot be converted to a 'sbyte' [Eurex.T7.Eobi.Fbe.v12.0/Eurex.T7.Eobi.Fbe.v12.0/Eurex.T7.Eobi.Fbe.v12.0.csproj]	zc-counted-group-no-row-cursor	cs0031-sbyte-overflow	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Eurex.T7.Eobi.Fbe.v12.1	58e0c4b8c575b0322aaf70ee7fbe1a99a0f3b40b3bb4b0e20f4e021ae2063b5a	generation	Model 'Eurex.T7.Eobi.Fbe.v12.1': the generator does not emit counted group 'packet.message.payload.addcomplexinstrument.instrmtleggrpcomp' because the group does not have a supported row cursor.	build	Eurex.T7.Eobi.Fbe.v12.1/Eurex.T7.Eobi.Fbe.v12.1/Types/HhiIndicator.cs: error CS0031: Constant value '128' cannot be converted to a 'sbyte' [Eurex.T7.Eobi.Fbe.v12.1/Eurex.T7.Eobi.Fbe.v12.1/Eurex.T7.Eobi.Fbe.v12.1.csproj]	zc-counted-group-no-row-cursor	cs0031-sbyte-overflow	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Eurex.T7.Eobi.Fbe.v13.0	92cc0f6dab28d59b05dd62b10bbc3e1f56de3ce1d4b9df3f321e046ab7db2c0c	generation	Model 'Eurex.T7.Eobi.Fbe.v13.0': the generator does not emit counted group 'packet.message.payload.addcomplexinstrument.instrmtleggrpcomp' because the group does not have a supported row cursor.	build	Eurex.T7.Eobi.Fbe.v13.0/Eurex.T7.Eobi.Fbe.v13.0/Types/HhiIndicator.cs: error CS0031: Constant value '128' cannot be converted to a 'sbyte' [Eurex.T7.Eobi.Fbe.v13.0/Eurex.T7.Eobi.Fbe.v13.0/Eurex.T7.Eobi.Fbe.v13.0.csproj]	zc-counted-group-no-row-cursor	cs0031-sbyte-overflow	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
