# run=/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du csharpgenerators=f9cbd7911527b8272ee384926255f7aed160b794 scaledcompilers=a202a1fb80ad52df2bd2e99d5d6ee9910739a2eb omispecifications=fa3ed9cfcca776d736a223fecfc6f20b723da8d4
model	model_hash	stage	error	prev_stage	prev_error	defect	prev_defect	run
Hkex.HkexDerivatives.LiteRetrans.Omd.v1.47	c7e5e39943598597b017f0be166f2cfc3aee4a7959caa9aeefe0bbee6a2c52f2	generation	Model 'Hkex.HkexDerivatives.LiteRetrans.Omd.v1.47': the generator does not emit counted group 'packet.message.payload.aggregateorderbookupdatemessage.bookentry' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexDerivatives.LiteRetrans.Omd.v1.49	0695bb25e2fbb63fb6125a959b2c1215901b8d19984255f7354077cbf85d1fd1	generation	Model 'Hkex.HkexDerivatives.LiteRetrans.Omd.v1.49': the generator does not emit counted group 'packet.message.payload.aggregateorderbookupdatemessage.bookentry' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexDerivatives.LiteRetrans.Omd.v2.0	8061228d29d2e75d0433fa702036f2ea99d6742a4d0e49d7ec6e196a8068221b	generation	Model 'Hkex.HkexDerivatives.LiteRetrans.Omd.v2.0': the generator does not emit counted group 'packet.message.payload.aggregateorderbookupdatemessage.bookentry' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexDerivatives.LiteRetrans.Omd.v2.2	49e82b47e5e1d3222785ebad697849a7270e12d99dd0f4078ef198fe2d1bd697	generation	Model 'Hkex.HkexDerivatives.LiteRetrans.Omd.v2.2': the generator does not emit counted group 'packet.message.payload.aggregateorderbookupdatemessage.bookentry' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexDerivatives.Premium.Omd.v1.47	4cf9ecf386c8044da129b0b31657bdc7907ba7da457fb7b82255f6a85261efa2	generation	Model 'Hkex.HkexDerivatives.Premium.Omd.v1.47': the generator does not emit counted group 'packet.message.payload.aggregateorderbookupdatemessage.bookentry' because the group does not have a supported row cursor.	generation	Bitfield container 'Trade Condition' (address: 'packet.message.payload.trademessage.tradecondition') is 2 bytes but has no explicit Endian trait. Add exactly one Endian trait with value Big or Little upstream.	zc-counted-group-no-row-cursor	utf16-translation	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexDerivatives.Premium.Omd.v1.49	3f74aeb92738a21b7582cef6b81e18c629b57cd9254970d5509b09cc931b77ba	generation	Model 'Hkex.HkexDerivatives.Premium.Omd.v1.49': the generator does not emit counted group 'packet.message.payload.aggregateorderbookupdatemessage.bookentry' because the group does not have a supported row cursor.	generation	Bitfield container 'Trade Condition' (address: 'packet.message.payload.trademessage.tradecondition') is 2 bytes but has no explicit Endian trait. Add exactly one Endian trait with value Big or Little upstream.	zc-counted-group-no-row-cursor	utf16-translation	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexDerivatives.Premium.Omd.v2.0	be8ad6563b3e8f216013e5ba93a80b639b93b30d8ea46efa9101c5115f2741b1	generation	Model 'Hkex.HkexDerivatives.Premium.Omd.v2.0': the generator does not emit counted group 'packet.message.payload.aggregateorderbookupdatemessage.bookentry' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexDerivatives.Premium.Omd.v2.2	0182e7114d01e6f904e5743529701ab0cc705de9dc09d1696ea49aba8eac664f	generation	Model 'Hkex.HkexDerivatives.Premium.Omd.v2.2': the generator does not emit counted group 'packet.message.payload.aggregateorderbookupdatemessage.bookentry' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexDerivatives.PremiumRefresh.Omd.v1.47	9e6d7583cd4df4c084fa9bb3ffdcb563a586ae95dc44a6534ef2afc92b5670d6	generation	Model 'Hkex.HkexDerivatives.PremiumRefresh.Omd.v1.47': the generator does not emit counted group 'packet.message.payload.aggregateorderbookupdatemessage.bookentry' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexDerivatives.PremiumRefresh.Omd.v1.49	b7baa5ed677304bb2008ceefe975899f13f25c47885753e73335441457a56900	generation	Model 'Hkex.HkexDerivatives.PremiumRefresh.Omd.v1.49': the generator does not emit counted group 'packet.message.payload.aggregateorderbookupdatemessage.bookentry' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexDerivatives.PremiumRefresh.Omd.v2.0	7bdd31083c4fb3ee185c923b59dbff21e0d6d279e920ba34254c728383e4e1e4	generation	Model 'Hkex.HkexDerivatives.PremiumRefresh.Omd.v2.0': the generator does not emit counted group 'packet.message.payload.aggregateorderbookupdatemessage.bookentry' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexDerivatives.PremiumRefresh.Omd.v2.2	088ca3beb56f3f011f8ad1fdaa33e7334ab3f326273eee1bc1305692c0dda987	generation	Model 'Hkex.HkexDerivatives.PremiumRefresh.Omd.v2.2': the generator does not emit counted group 'packet.message.payload.aggregateorderbookupdatemessage.bookentry' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexDerivatives.PremiumRetrans.Omd.v1.47	466021cfe053934482c37b97b1c64c35f46886b7a25e4d8435339fcaf62890df	generation	Model 'Hkex.HkexDerivatives.PremiumRetrans.Omd.v1.47': the generator does not emit counted group 'packet.message.payload.aggregateorderbookupdatemessage.bookentry' because the group does not have a supported row cursor.	generation	Bitfield container 'Trade Condition' (address: 'packet.message.payload.trademessage.tradecondition') is 2 bytes but has no explicit Endian trait. Add exactly one Endian trait with value Big or Little upstream.	zc-counted-group-no-row-cursor	utf16-translation	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexDerivatives.PremiumRetrans.Omd.v1.49	243ad68065987561d3c2af10b5db2e38f2b7d25a36010691235a95610cb276f8	generation	Model 'Hkex.HkexDerivatives.PremiumRetrans.Omd.v1.49': the generator does not emit counted group 'packet.message.payload.aggregateorderbookupdatemessage.bookentry' because the group does not have a supported row cursor.	generation	Bitfield container 'Trade Condition' (address: 'packet.message.payload.trademessage.tradecondition') is 2 bytes but has no explicit Endian trait. Add exactly one Endian trait with value Big or Little upstream.	zc-counted-group-no-row-cursor	utf16-translation	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexDerivatives.PremiumRetrans.Omd.v2.0	4b1ee9c5d87ac8dad8b9b295dcfc312d3888a630a572fc2c6df0e74ccd9e348f	generation	Model 'Hkex.HkexDerivatives.PremiumRetrans.Omd.v2.0': the generator does not emit counted group 'packet.message.payload.aggregateorderbookupdatemessage.bookentry' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexDerivatives.PremiumRetrans.Omd.v2.2	6b9ec4577438f038da66eaa4be2d70e0863710e65c5dc5d85687b2272100ea5a	generation	Model 'Hkex.HkexDerivatives.PremiumRetrans.Omd.v2.2': the generator does not emit counted group 'packet.message.payload.aggregateorderbookupdatemessage.bookentry' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexDerivatives.Standard.Omd.v1.47	6b066e4565ab4b60560ec0c1dfdf92f414163359b0653255685cda805edd057d	generation	Model 'Hkex.HkexDerivatives.Standard.Omd.v1.47': the generator does not emit counted group 'packet.message.payload.aggregateorderbookupdatemessage.bookentry' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexDerivatives.Standard.Omd.v1.49	78634d65f45f6517b79cd779ce03320d8a2ea7ff8285ea7542f96e28f088d14f	generation	Model 'Hkex.HkexDerivatives.Standard.Omd.v1.49': the generator does not emit counted group 'packet.message.payload.aggregateorderbookupdatemessage.bookentry' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexDerivatives.Standard.Omd.v2.0	c34bc6cfcdd9f9670dac1699272a9afeb18aa4c76e2aa0b77d8a6c706f5f18fc	generation	Model 'Hkex.HkexDerivatives.Standard.Omd.v2.0': the generator does not emit counted group 'packet.message.payload.aggregateorderbookupdatemessage.bookentry' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexDerivatives.Standard.Omd.v2.2	462c004c50b4219a7f61d9482d1931bf0dfbb11ab8918aaf17748d9d284ca8e8	generation	Model 'Hkex.HkexDerivatives.Standard.Omd.v2.2': the generator does not emit counted group 'packet.message.payload.aggregateorderbookupdatemessage.bookentry' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexDerivatives.StandardRefresh.Omd.v1.47	eb44fa07ad34ba50176c5fd0a3a9a3edeafc2e5cb62454755f46acd2cff1893f	generation	Model 'Hkex.HkexDerivatives.StandardRefresh.Omd.v1.47': the generator does not emit counted group 'packet.message.payload.aggregateorderbookupdatemessage.bookentry' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexDerivatives.StandardRefresh.Omd.v1.49	d1d3d3e69ae58080120c0d8318e1f1ef143c60c47fb669429cc5bdf511e1577f	generation	Model 'Hkex.HkexDerivatives.StandardRefresh.Omd.v1.49': the generator does not emit counted group 'packet.message.payload.aggregateorderbookupdatemessage.bookentry' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexDerivatives.StandardRefresh.Omd.v2.0	225183ac378ef299d9c8e52aef9ffec8a5ee75904626ced67fd8cda43eb85063	generation	Model 'Hkex.HkexDerivatives.StandardRefresh.Omd.v2.0': the generator does not emit counted group 'packet.message.payload.aggregateorderbookupdatemessage.bookentry' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexDerivatives.StandardRefresh.Omd.v2.2	013665b401c3caa762f861654b56be0b033b675eee572cea36db1cd7dfdf888e	generation	Model 'Hkex.HkexDerivatives.StandardRefresh.Omd.v2.2': the generator does not emit counted group 'packet.message.payload.aggregateorderbookupdatemessage.bookentry' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexDerivatives.StandardRetrans.Omd.v1.47	03f3c5ac4b377b5baabe3c2c683ebe8c6d25e30a1cd0ba35accca26189690122	generation	Model 'Hkex.HkexDerivatives.StandardRetrans.Omd.v1.47': the generator does not emit counted group 'packet.message.payload.aggregateorderbookupdatemessage.bookentry' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexDerivatives.StandardRetrans.Omd.v1.49	957fb77b06bea60ddb1828101700bac9877ae582636528f713beb42952ded25b	generation	Model 'Hkex.HkexDerivatives.StandardRetrans.Omd.v1.49': the generator does not emit counted group 'packet.message.payload.aggregateorderbookupdatemessage.bookentry' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexDerivatives.StandardRetrans.Omd.v2.0	889e3cdefaa46ac26cc9574dda0f57aab5c95af88892718bce3835178dd8b635	generation	Model 'Hkex.HkexDerivatives.StandardRetrans.Omd.v2.0': the generator does not emit counted group 'packet.message.payload.aggregateorderbookupdatemessage.bookentry' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexDerivatives.StandardRetrans.Omd.v2.2	9e928438fcc830015ce34298e031f788d3f1790ee8c503c0d98a44c933c1a4b7	generation	Model 'Hkex.HkexDerivatives.StandardRetrans.Omd.v2.2': the generator does not emit counted group 'packet.message.payload.aggregateorderbookupdatemessage.bookentry' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexSecurities.Combined.Omd.v1.44	5ba2536605a1fc9fbb56710792811178948adede00e5f87d419e09596d6f69cc	generation	Model 'Hkex.HkexSecurities.Combined.Omd.v1.44': the generator does not emit counted group 'packet.message.payload.aggregateorderbookupdatemessage.bookentry' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexSecurities.Combined.Omd.v1.45	540c49af08a2b974f9fa385a31a66d226973e7bee81f5b14602c229ca7efa373	generation	Model 'Hkex.HkexSecurities.Combined.Omd.v1.45': the generator does not emit counted group 'packet.message.payload.aggregateorderbookupdatemessage.bookentry' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexSecurities.CombinedRefresh.Omd.v1.44	b54c56f55847918f7c13fa81e75240146651febee5c3e177e5d4af0fef9677d1	generation	Model 'Hkex.HkexSecurities.CombinedRefresh.Omd.v1.44': the generator does not emit counted group 'packet.message.payload.aggregateorderbookupdatemessage.bookentry' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexSecurities.CombinedRefresh.Omd.v1.45	2d7c83efa0671471dcbe3acef611754d2c3a6785085bd4bae596a6104489abb2	generation	Model 'Hkex.HkexSecurities.CombinedRefresh.Omd.v1.45': the generator does not emit counted group 'packet.message.payload.aggregateorderbookupdatemessage.bookentry' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexSecurities.CombinedRetrans.Omd.v1.44	e95d93834f7f63b38582c19f3312799a0625907157e3ea03b2d9d910bd5d142c	generation	Model 'Hkex.HkexSecurities.CombinedRetrans.Omd.v1.44': the generator does not emit counted group 'packet.message.payload.aggregateorderbookupdatemessage.bookentry' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexSecurities.CombinedRetrans.Omd.v1.45	92bc85265a483075085ff4d6badf7cf1ed66b7f478abd215d32b91a060d70cfd	generation	Model 'Hkex.HkexSecurities.CombinedRetrans.Omd.v1.45': the generator does not emit counted group 'packet.message.payload.aggregateorderbookupdatemessage.bookentry' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexSecurities.FullTick.Omd.v1.44	553c7b3cc2b5f8cb3bacbb4818e3b548b0b469903756279e97aa5bdde0f882ed	generation	Model 'Hkex.HkexSecurities.FullTick.Omd.v1.44': the generator does not emit counted group 'packet.message.payload.liquidityprovidermessage.liquidityprovider' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexSecurities.FullTick.Omd.v1.45	c02440144f2bf4b694b0c6dcbcad262d5aa4f87508faf7e24a82c15eee3b863e	generation	Model 'Hkex.HkexSecurities.FullTick.Omd.v1.45': the generator does not emit counted group 'packet.message.payload.liquidityprovidermessage.liquidityprovider' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexSecurities.FullTickRefresh.Omd.v1.44	13650f73d8404203b07c00e545861e054d2378dea9746f59a8aaca28576b9a4e	generation	Model 'Hkex.HkexSecurities.FullTickRefresh.Omd.v1.44': the generator does not emit counted group 'packet.message.payload.liquidityprovidermessage.liquidityprovider' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexSecurities.FullTickRefresh.Omd.v1.45	a311c773b314c8245261d27c76fa3e1ec050fb1c0c9ad9f9248aea269e988086	generation	Model 'Hkex.HkexSecurities.FullTickRefresh.Omd.v1.45': the generator does not emit counted group 'packet.message.payload.liquidityprovidermessage.liquidityprovider' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexSecurities.FullTickRetrans.Omd.v1.44	0dd17c0748336cf51027a69fd5c1b90bbd4bde0fd12c02d2220a271e97684aaf	generation	Model 'Hkex.HkexSecurities.FullTickRetrans.Omd.v1.44': the generator does not emit counted group 'packet.message.payload.liquidityprovidermessage.liquidityprovider' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexSecurities.FullTickRetrans.Omd.v1.45	2f340f4d6ca657ee34a3d95b3cb3b3d1e6efda215bb65a45a9a089bb5f69b237	generation	Model 'Hkex.HkexSecurities.FullTickRetrans.Omd.v1.45': the generator does not emit counted group 'packet.message.payload.liquidityprovidermessage.liquidityprovider' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexSecurities.Index.Omd.v1.44	5a4691af22983131c3fc1a5e00493942c7bc6a29e7a2335b11a7f78c9eb0ef8d	passed		skipped			cs0155	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexSecurities.Index.Omd.v1.45	71fc56fa8d0ab9e7f744cd0ecf2491c70686d7360e0b06f9600697829445736e	passed		skipped			cs0155	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexSecurities.IndexRefresh.Omd.v1.44	1460275bf22df57751780b31d56bbc3c83b0ada7407d54b62983682ec7087d12	passed		skipped			cs0155	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexSecurities.IndexRefresh.Omd.v1.45	efe4340c5b888cf172533843153ea92ce6823122a30a5b62f6562d30ebf97618	passed		skipped			cs0155	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexSecurities.IndexRetrans.Omd.v1.44	b11868efec7cefc716bc2e8e0038da421201a60544125bdd4f48cca1a42eb4ca	passed		skipped			cs0155	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexSecurities.IndexRetrans.Omd.v1.45	a68b35fa64e8612f28ec2ef70d16a00852f4684cbf7a1f3177c29096ee3c5a04	passed		skipped			cs0155	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexSecurities.Mmdh.Omd.v2.1	32ee29f1c9f3fd343b27194cc622df67ddb9a09c07dac06266ab631a5d209ec4	generation	Model 'Hkex.HkexSecurities.Mmdh.Omd.v2.1': the generator does not emit counted group 'packet.message.payload.aggregateorderbookupdatemessage.bookentry' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexSecurities.Premium.Omd.v1.44	3fdccfa4d5426e7e2d96b4fee2dc7bec1cf3d11d59f4193a326f22e9a76c148e	generation	Model 'Hkex.HkexSecurities.Premium.Omd.v1.44': the generator does not emit counted group 'packet.message.payload.aggregateorderbookupdatemessage.bookentry' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexSecurities.Premium.Omd.v1.45	87689317e8398efd76a537b612bfac93614192b10e7444369e54e463614a4589	generation	Model 'Hkex.HkexSecurities.Premium.Omd.v1.45': the generator does not emit counted group 'packet.message.payload.aggregateorderbookupdatemessage.bookentry' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexSecurities.PremiumRefresh.Omd.v1.44	f47db7ef6df6bb8a1b3e6276987076afc3804269c78e65bc4830918ba902ae87	generation	Model 'Hkex.HkexSecurities.PremiumRefresh.Omd.v1.44': the generator does not emit counted group 'packet.message.payload.aggregateorderbookupdatemessage.bookentry' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexSecurities.PremiumRefresh.Omd.v1.45	557f7be82f454b027ce0ef9d7433d16e9d2c677472805ab9059301f58d8a1af4	generation	Model 'Hkex.HkexSecurities.PremiumRefresh.Omd.v1.45': the generator does not emit counted group 'packet.message.payload.aggregateorderbookupdatemessage.bookentry' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexSecurities.PremiumRetrans.Omd.v1.44	dbda49f4b3c52b4bb8b31585ffbc449e8b41e6b4f7530ea86c1169e042146b4a	generation	Model 'Hkex.HkexSecurities.PremiumRetrans.Omd.v1.44': the generator does not emit counted group 'packet.message.payload.aggregateorderbookupdatemessage.bookentry' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexSecurities.PremiumRetrans.Omd.v1.45	a52b6fed677bc1b385686115c980c1b86b59a9549039119e72f2422f69677530	generation	Model 'Hkex.HkexSecurities.PremiumRetrans.Omd.v1.45': the generator does not emit counted group 'packet.message.payload.aggregateorderbookupdatemessage.bookentry' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexSecurities.Standard.Omd.v1.44	051972c44e8875a31155dbd95f6b529d9034bdaab00bb569b46b8e21cb97965e	generation	Model 'Hkex.HkexSecurities.Standard.Omd.v1.44': the generator does not emit counted group 'packet.message.payload.aggregateorderbookupdatemessage.bookentry' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexSecurities.Standard.Omd.v1.45	4e25100b429054cd523211de7f784100278e82fb1f2eefc610a1120229a5683d	generation	Model 'Hkex.HkexSecurities.Standard.Omd.v1.45': the generator does not emit counted group 'packet.message.payload.aggregateorderbookupdatemessage.bookentry' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexSecurities.StandardRefresh.Omd.v1.44	3f52f969bb53772c9938d1bd5da5529e63ae2febb74565369bdf1fcec3e6ba58	generation	Model 'Hkex.HkexSecurities.StandardRefresh.Omd.v1.44': the generator does not emit counted group 'packet.message.payload.aggregateorderbookupdatemessage.bookentry' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexSecurities.StandardRefresh.Omd.v1.45	332c9e0857752b82192b3a3e66462375c9f133ab52f2f048832f2c709fe16e19	generation	Model 'Hkex.HkexSecurities.StandardRefresh.Omd.v1.45': the generator does not emit counted group 'packet.message.payload.aggregateorderbookupdatemessage.bookentry' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexSecurities.StandardRetrans.Omd.v1.44	c41d40ae153320e2b90c6148b42346d11aae986928964eb0721deda01582f226	generation	Model 'Hkex.HkexSecurities.StandardRetrans.Omd.v1.44': the generator does not emit counted group 'packet.message.payload.aggregateorderbookupdatemessage.bookentry' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.HkexSecurities.StandardRetrans.Omd.v1.45	244ce2390a6456ed592a23c4d7980adec26c1e113a15a261fc4d419e8bea560a	generation	Model 'Hkex.HkexSecurities.StandardRetrans.Omd.v1.45': the generator does not emit counted group 'packet.message.payload.aggregateorderbookupdatemessage.bookentry' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.Sse.ChinaConnect.Omd.v1.4	a6f83df796200043c33e81388f1c07d2ab5e8117f413409b1918625d43ce2666	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.Sse.ChinaConnectRefresh.Omd.v1.4	e943afbb2295d10aef0ce51e9e9f8e11d6b1fde3d21a1f5c5a8fd9abc5de1a7e	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.Sse.ChinaConnectRetrans.Omd.v1.4	913b73517a6398cd493105feaa110a160fe5ed0748063eb59b72b8ade54f1302	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.Szse.ChinaConnect.Omd.v1.4	0ea3a3a6b0424c26db89df65c069452e8cb98f0707e5f9a337fb2146cc519175	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.Szse.ChinaConnectRefresh.Omd.v1.4	9ba945c5ce3527fff6d1e0ea495a3185335178814296ea0de878eb8fcba7090a	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Hkex.Szse.ChinaConnectRetrans.Omd.v1.4	8828aa0684006c1ab834adcd8193aff15f9c47170659b939403662a364ad0e8e	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Ice.GapDetection.iMpact.v1	556c933872947bdacad0f945fd0e2964abf6988bea5047239cdfbd8d0227e97f	generation	Model 'Ice.GapDetection.iMpact.v1': no ZeroCopy walker for tree 'packet': no path from its root to a message dispatch.	passed		zc-walker-unsupported-path		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
